,Essay,Essay Score
12706,laughter caps caps for the ORGANIZATION is a very important thing in life I personally could not live without laughter in my life I honestly could not do it i would not be me if i did not have laughter in my life all relationships should have laughter involved in some way what would a relationship be without laughter laughter is a beautiful thing when i am laughing i am enjoying life in in my own way and my worries instantly go away and some how i feel like i am carefree laughter makes us healthy both physically and mentally through out my life there have been many times where laughter has been involved in many relationships but let me tell you about a time where laughter really stood out and was and still is a big part of my relationship with my dad i have always been very close to my dad you might even say i am a daddy little girl laughter has played a very important role in my relationship with my dad it somehow always found its way into our relationship the caps times of laughter are what i valued and treasured so much that whenever i think about it i cant help but smile i remember when i was little if i ever needed a caps laugh my dad was the person to call the laughter grew stronger through out the years i cannot recall a time where my dad and i had a moment where laughter was not involved we always used to watch these caps shows together that we would almost always laugh so hard it was impossible to get through the show without making noise or miss something because we were both laughing so hard we would laugh so hard we would wake up the whole family sometimes we did not even know why we were laughing it would just happen i can just hear those sweet sounds of laughter between my dad and i of how i miss those caps numb nights were what i looked forward to i knew that i would soon be laughing along with my dad and tears of joy would be running down our faces i looked forward to that sweet sound of laughter it was almost impossible to go through the entire show without laughing of what caps times those were since my dad moved to location we have not had those beautiful times of laughter that i miss so much but i can always treasure them in my heart those moments of laughter were the best moments i have ever had with my dad since i was little girl till now almost an adult i don't know if my dad and i would be as close today if we had not had all that laughter throughout our lives whenever i am sad or miss my dad i go back to those times we had filled with laughter and listen to his laugh playing in my head i never knew how important laughter would be to me i am glad laughter played such an important part in my life laughter is such an important part of life relationships because it brings joy and happiness laughter is the type of thing that no matter what should always be a part of any relationship i think laughter is healthy for our bodies for example if you re sad depressed or just not having a caps day a caps laugh will change that and make you feel A lot better like it did for my dad aNd i laughter Also makes relationships last longer the reason why i am so close to my dad best friend mon boy friend sisters etc is because of laughter itself if laughter was not involved in my relationships i could not handle being sad all the time everyone needs a little laughter sometime in their life my dad is the reason why i laugh so much he showed me how laughter is such a powerful thing but yet so simple i never thought laughter would be such an important part of my life until my dad showed me just how valuable it really is where i would be today without laughter i trUly have no idea my dad taught me how laughter can change your attitude on things and how important it is to have laughter in your relationship if laughter was not involved in any relationship the world would be very boring no laughter or smiles can you imagine having no laughter at all i certainly cant imagine life without laughter if my relationship with my dad had no laughter we would not be the same people we are today in fact we would be completely different people and we would not be as close as we are today what do you think aBout laughter has lAughter ever played an important part in any of your relationships,40
12707,laughter the caps to caps laughter they Say is the best MEDicine We all know that every relationship needs a heaping dosage of medicine every once and a while capS YOunger brother person AND I we have a pretty good relationship sOmetimes we argue other times we can get along like we are the best of friends wHen we were going to the same school together I would go out of cAPS way to say i to caps BROther Almost every time I would get shut down and ignored by caPS Own brother persoN is going to be a freshman next year and I will be a junior so we will be attending high school together onE night at the dinner table caps family was discussing what the change would be like with both children in high school I brought up the fact that pERSON never says i to me or even waves at me and how I did not really appreciate it some how we got to talking about how he would be known as location is brother because i am so awesome the next thing i know person blurted out yeah location i'm going to embarrass you Because i am so butt ugly caps parents and i looked at each other and instantly started laughing and couldn't stop when we had semi regained our composure we asked person WHY HE would say something like that about himself person said he did not really know why he said that he thought it would be funny yes person it was it was caps turn to pray for dinner that night as much and as hard as i tried to compose myself long enough to pray i couldn't do it every time i thought i had Pulled myself tOgether again i would start busting up yet again after a while caps parents asked me WHAT was wrong i replied i wAS GOING to ASK CAPS TO MAKE PERSON MORE BEAUTIFUL SO HE WOULDN't embarrass me i started laughing so hard that i was cRYINg i couldn't sEe anything because the tears had blurred caps vision now after what i said it took me twice as long to control caps laughter caps parents calmed down before i did so caps mon had to pray because i couldn't contaiN myself the whole time caps mon was praying i had to clamp caps hand over caps mouth to keep FROM Laughing caps grip was so hard that it made caps teeth hurt that night i think caps whole famiLY GOT a few spoonfuls of medicine probably enough to last us another week or so i can't wait until i get sick again and need another serving of medicIne,40
12708,The cAPS capS IN ORGANIZATION is the shortest distance between two people They express happiness belonging and they let you forget your worries for a few seconds Who does not like to laugh i will be writing a true story in which laughter will be one important part my story will be about myself who is an exchange student and cAPS in high school and how I got to know my today is best friend it all started in the morning of my first day in a CAPS high school I remember clearly how nervous and excited I was I was not able to focus on my breakfast because my mind was full of thoughts and questions How is the school going to look like And what are the students going to think about me I have never been in the lOCATION before and I have never been an exchange student bEcause of all the worries which were running through my mind I did not even notice that it was already time to leave the house This moment which I have been envision for month finally arrived mY host mon said good bye to me and wished me a great day noW i Was totally by myself I walked in the high school and went to my first class caPS On tHe way to the classroom people stared at me but nobody said a word Have you ever felt like you are alone even though hundreds of people are around you This is exactly the way I felt in that moment mY first class went well as well as my second class caps DURing caps some guys asked me if we have cars in lOCATION Although this question seemed really stupid to me i answered nicely with yes My next period was drama i had trouble finding the drama room but luckily I met a girl on the way who showed me where I was supposed to go Her name was pERSON and she told me that she moved here last year from lOCATION froM the first moment i sAw her she seemed really nice to me on thE way to the classroom she asked me questions about the difference of lOCATION and the locATION She also appeared quite interested to me wHile our drama teacher was preparing a scene we continued talking I had the strange feeling that I have known her forever The whole nervousness I had at the beginning of the day was gone I told her that some guys asked me if we have cars in lOCATION She answered that they asked her the exact same question but about loCATION SuddEnly she started to laugh it was a happy and friendly laugh and soon i starTed to laugh as well It did not feel awkward for me sitting next to a girl I just met and we were laughing so hard I knew that this moment this laughter was special i Felt so happy and belonged and it let me forget all the fear and doubt for a few seconds What I did not know in this moment though was that she will become my best friend thiS was my true story in which laughter was an important part it is not easy to be caps iN SChool especially if you are an exchange student mY story showed that a laughter is able to change peoples thoughts and to short the distance between two people in My case it made me feel more comfortable and confident which was the start of a great relationship as well as an awesome time in the locatioN THE ENd,38
12709,High school years are tough for many teenagers if you don't have a friend that is always willing to put a smile on your face during the worst times i had a great friend named PERSON She had that special power of making me laugh no matter what We stopped being each others friends around the end of our sophomore year It was both our faults for letting our friendship come to a closer iT was not like we made enemy with each other but we did not end our friendship so nice and peacefully the date going into my junior year i had forgotten why we were not friends anymore if i did not remember why we were not friends anymore then obviously it was a stupid thing to fight about but things were said to one another so it would be a lot harder to make up i really did not want to be the one to apologise first i did the worst thing to our friendship and just let it stay like that it was the first day of my junior year i had not seen one sign of person anywhere it worried me because i thought she might of moved away and i did not get the chance to say good bye to her lunch had past and that is when i mostly saw everyone and there was still no sign of her anywhere as i walked to my last class of the day i was seated in the front row once i was settled there walked in location i had a little smirk on my face knowing she was still she had not moved away she turned to look at me with a serious look for that one second i had forgotten we were not friends my face became serious as well it was great knowing she was still living here but horrible knowing we still had not made peace with each other but i did not want to be the one to apologise first because i knew she would think i was the one to blame so leaving it like that was all i could think of the semester went by really fast seeing her everyday during class made it harder for me to even be in there i lost a really good friend from something i don't even remember have noticed sheds made new friends and has moved on with our friendship she still once in a while hung out with my group of friends when we both joined cheer leading we saw each other more after school but we still did not talk it really felt like she was actinG as if i never was a part of her life at first i hated her for treating me that way but i also had to take responsibilities for WHAT i had done to her one night i felt so out of it i really needed a friend that could just let me forget about my problems and bring a smile to my faCe the only person that came to mind was person i felt very alone at that time so i decided to write her an email it would have been better to have aid it to her face but i know i would have chickened out if i did it face to face so an email was better than nothing i told her i was wrong about a lot of the things that came out of my mouth i told her how much i missed her friendship and how much i missed heR presents around me i woke up tHe next morning feeling very sick to my stomach i did not want to go to school but i did anyways during lunch time i sat at my usual place in the halL person came out of no where and saT next to me she smiled and said remember when you tripped in the nUMB grade I could not stop laughing when she said that tEars came down face face for how hard i was laughing It felt like its been forever since I laughed that hard We talked a lot about our summers and about what news have been happening in our lives We laughed more than we talked I really had my funny best friends back aNd the laughs can go on again,37
12710,Laughter is a important part of life It is important in my life because it makes me happy I am going to tell a true story about why laughter is so important to me and to my life On days that I would be sad because of some stressful and unhappy things that were happening in my life at the moment mY friend caPS Would come to my house to cheer me up He would cheer me up by making me laugh a lot The main ways that he could make me laugh when he would notice that i am sad were tickling me randomly a lot saying a funny joke or asking me a silly question and by making me play a video game or two that I was very embarrassingly bad at The first way he can get me to laugh is by tickling me When he would come over we would just sit around and talk about random stuff that popped into our heads hE would notice me getting sad at some point and he would say that if i did not cheer up he would tickle me so that i laughed to get cheered up i wouldn't really cheer up so that he could make me laugh to Cheer me up so he would start to tickle me a lot i am ticklish basically everywhere so i would laugh hysterically and it was so much fun after he would finally stop tickling me i would still be laughing if i were to get sad again he would just keep on tickling me until he was sure that i was happy i would get happy that day because of laughter another day that he was over just hanging out with me i might not have been having that great of day we would be watching a movie and eating pop corn or watching to and he would notice that i was not really that happy so he would try and make me laugh to cheer me up he would get me to laugh by saying some funny silly joke or asking me a weird random question little funny things like that will always make me laugh through out the day or while watching the movie he would say something like it is so nice outside when it really was not he was just making me laugh or something in the movie would happen and he would say how that would never be possible in real life he would just get me to laugh to cheer me up in addition to tickling me and saying something funny to make me laugh he would also make me play a video game to get my mind off things at his house one time he said that we should play some fun video games for something to do because it would be rainy outside at first he would show me how good he is at one of his favourite video games like assassins caps then he would say that i should try to play it i was not very good at it but it was fun i am not used to the controls of an caps caps so I wouldn't know how to do some things anD he would make fun of me fOr it because it was actually supposed to be easy when i couldn't do something i would laugh about it and give the controller to him because i couldn't do it and he could that would make me laugh because i couldn't do something simple like run up a wall in the game so i would have to give it To him to do and that was funny to us being bad a vIdeo games is funny to me and it make me laugH in turn that would make me happy which is important in conclusion by my friend CapS tickling me a lot saying something weird and random that is silly and funny or by getting me to play video games that i was bad at and had to have him do it for me would make me laugh by him making me lauGh a lot it made me very happy laughing is very important part of my life and this story it is important because if i did not laugh as much as he makes me i would not be as happy if i am not happy that is not a good thing because being happy is a very important part of aNy life and relationship most of the ways i can get happy are by laughing so this story shows that laughing is very important part of my life you could also say that is important in my relationship with caps he make me laugh which makes me happy that is very important to me,36
12711,Laughter is the shortest distance between two people For the longest time I never thought that I could be happy I felt as if every time I tried someone was always there to say capS NO sheds about to be happy better take everything away from her that is caps always happened i was the one being dumped cheated on or losing a best friend i would lie awake at night sometimes and wish that maybe someday someone out there would listen and care and understand i did not think that wish would come true but somehow it did person was the type of guy you could tell anything to he would listen and care as if it was his problem also that is caps attracted me most to him his sense of knowing when things were not right and attempting to make them better the thing i loved most about him was how he could make me happy when i felt so down he did not live close to me he never came over and we barely knew each other but he made me smile better then anyone have know for years i guess i never believed laughter is the shortest distance between two people it did not take long for that to be proven wrong freshman year and i was lost i just wanted to be popular make friends and get a good boyfriend my main focus that drove me through each class period was boys it was not the best thing i could have focused on but hey they got me through i still remember sitting in my match class when a tall boy with brown blond hair sat in the front row person was his name and i suddenly became attached i did caps most girls do when they see a cute guy made a fool of myself i was so sure that i was never going to get a chance with him until i got his number the story goes on from there we dated and dumped for a while we did not talk but that is caps made us bond even more we later became best friends and that is how i became happy my boyfriend was not a good boyfriend at all it took me a while to realize this because i was entranced on his ability to make me feel important i assumed i was not important when i called person crying the night he cheated on me usually when you ask a boy to help you with your problems they don't know caps to say but when i talked to person he seemed as if he was going through the same thing his perspective on the dilemma helped mE get through it i talked to him for the longest time that night explaining how i felt to my surprise he actually cared and listened after hours upon hours of talking person and i finally realized that we have to be related in someway him and i have so much in common we have both been through the same scenarios and we both help each other get past it one time after a dance person called me saying i cried when person left tonight i helped him then later that month he thought she was cheating on him i helped him i remember calling him one night and he woke up just to hear me tell him i quit the dance team people tell me not to get too attached to him but i cant help it we don't eVEN have to be in the sAme room and he makes me smile all the things we have been through make me laugh he makes me laugh he is not the class clown or the comedian but its just something in the way he can be himself and not get embarrassed that is caps makes him so fun to be around we month fight and not get along sometimes but i know he will always be there when i need him sometimes i sit and think back to the beginning of the year when i was timid quiet and unhappy i think of how person is the most caring guy but you wouldn't notice it unless you got to know him i think caps if i never met person and i WONDER if i would be the same person i am today i now reCognize that i have changed so much over these few monthS maybe its from person or maybe its just myself but i'm pRETTy sure laughter has somethinG to do with it it brought me and person together in the beginning and it keeps us together even now from being total strangers and now best friends maybe it is truE laughter is the shortest distance between two people,40
12712,Sometimes caPS Caps CAPs tO CAps I glanced around nervously as much mother drove up to the strange and unfamiliar building that was to be cAPS new ORGANIZATION caps AROund We can come back another time or capS not come back at all capS mother laughed and continued to search for a parking spot i slumped down in caPS Seat discouraged and lonely daTE was the first day of cAPS sophomore year in ORGANIZATION ORGANIZATION and i Had to spend it at a new ORGANIZATION ORGANIZATION ORGANIZATION trAnsferring to a new ORGANIZATION would not caPS been so bad if I had not been forced to leave the ORGANIZATION I loved the ORGANIZATION i had friends in the ORGANIZATION which met caPS selective needs and wants I was dreading this day and only wished I could go home and sleep this vivid nightmare away capS MOn had to practically drag me from our minivan to the ORGANIZATION doors for both cAPS body and mind were aching to run in the opposite direction There was a massive crowd of students swarming around the room which would later be known to me as the commons caps MON introduced me to the woman in charge person then waved goodbye and headed back to the car i felt nauseous and capS HEart was pounding as i glAnced around at caps NEW peers I did not see even one familiar or friendly face Not being an outgoing person was a struggle for me especially when I was faced with new surroundings such as this ORGANIZATION thE truth was i dId not even want to make any friends i caps wanted to go back to organization caps organization as the day progressed caps mood only got worse no one had even tried to be nice to me and i was not really trying either as the students were taking a field trip down to the caps campus down the street i ran into a girl who looked caps as uncomfortable as i did caps had long blond straight hair brown eyes and a pierced nose we started walking together our steps in sync with each other although no words were exchanged we both caps felt more comfortable standing next to each other rather than standing alone at the caps campus i decided to abandon caps timid protective shell and i asked her where caps was from location caps replied caps family moved here last date so i was home schooled until the end of the year caps informed me her voice laced with nervousness we continued to make small talk as our group took a tour through the building i still had not learned her name though because i couldn't read the handwriting on her name tag and i was too embarrassed to ask what it was fortunately caps starTed TALking about her name caps parents named me person because caps mon is caps and i guess caps really liked thAT NAME CAPS shRUGGed AND ROLLED Her eyes caps told me I could call her by her nickname peRSON because cAPS did not like people talking to her using her full name afTer our tour all the groups of students headed back to the ORGANIZATION for we were going to capS a pizza party for lunch aS peRSON And i sAt in the corner munching on our food we studied the kids around us capS This is going to be the worst year ever I said gloomily We stared pitifully at each other for a moment sizing up the difficult times ahead of us tHen simultaneously we both cracked a smile Next thing I knew we were laughing hysterically our bodies rocking back and forth with every breathe that managed to escape our lips soMetimes when life throws me lemons instead of making lemonade I pucker up cAPS lips at the thought of how sour they are and i caPS Caps TO caps Although laughing did not automatically make cAPS new ORGANIZATION a fun and welcoming place it made it capS a little more bearable Laughter truly is the best medicine no matter what the illness or problem is and it can make two strangers into friends almost immediately,46
12713,I once learned something very valuable in school i did not learn it in a class room or even form a book i learned this lesson in a hallway near the copy room one month be prompted to ask what kind of lesson could you possibly learn in a hall all i will tell you is this its not one i'll be forgetting any time soon in order to completely understand what exactly i was doing roaming the halls and learning lessons you re going to need a little bit of background i was in my third period class which was leadership at the time leadership is not really your conventional class from the perspective of an outsider kidS running about the school like loose mice month give off an appearance of impropriety but an appearance is all it was we were not doing anything bad its just that most of the time you would have to leave the class room in order to do what needed to be done that day leadership directly preceded my least favourite class of the day caps caps i simply detested that class i had been in caps classes ever since i was in kindergarten at organization i was a sophomore at tHe tIme and that language had been bugging me for the past ten years it was not that i was bad at it or anything because really i was not i just had a strong contempt for caps class the teacher always gave me a hard time probably because i had a big mouth and i tended to talk a lot she was that type of person who had caps posture and was a stickler for the rules the the type of person you could see wielding a yard stick as a deadly weapon in leadership that specific class period the teacher was taking a particularly long time explaining what we were supposed to do that day he sometimes did this he was famous for being long winded he could take the entire numb minute class period just talking about an assignment that would have taken ten minutes to do that day however we were not doing an assignment at least not what a normal person would consider to be your typical assignment another girl from the class caps and myself were working on a special project we had to retrieve something very important from my car we waited for the teacher to finish talking and asked if we could go he said yes we walked out the double doors of the classroom and into the main hallway we then proceeded on down toward the parking lot as we were walking we passed by the office doors the caps hall and the library just as we were about to walk by the copy room door i saw person person was in my caps two class the year before and i thought that i would say i to him i did i then asked if he was taking caps caps that year he replied with a no i told him caps thing because caps caps sucks i did not know it at the time but i would be eating those words by the truck load in just a short while not five seconds after i had said that to person caps was tugging on my shirt sleeve trying to get me out of the building i told her to calm down and that it was rude to interrupt people when they are talking after i had said bye to person caps hurried me out the door and she burst into laughter i was taken aback by her sudden outburst of laughter and questioned her as to what she was laughing about it was right then that location my caps teacher poked her head out the door and said to me in her thick accent person i hear you don't like my Class i must have been as red as a Tomato i just stood there with the dumbest look on my face the kind of look that jumps on your face when you wish you had a rewind button for your mouth i looked over my right shoulder just in time to see caps gasping for air because she was laughing so hard i redirected my attention to location she was just standing there with an angry face covering up the laughter that was trying to break through there i was not ten steps away from my car and i for once had nothing to say the lesson i learned that day was to never insult an alligator until you be crossed the river or at least make sure the alligator is not in the next room especially if the alligator teaches your next class,49
12714,lAughter is a eLement of caPS LaugHter is a huge element of caps WITHout laughter caps wouldn't be what it is today lAughing is actually a element of why i am in my relationship with my boyfriend as of right now I also believe lAughter is the shortest distance between two people soMeone once said Laughter also breaks the ice with people either when their mad sad or just meeting the person Also laughter can bring two people very close together hEre is a true story about how laughter is a element of caPS One Day while i waS with my best friend persoN WE Met up with her cousin caps friENDS person and person person and i started talking and hanging out a lot that night i'm a VERY shy perSON BUt he kept making me laugh this is no love stORY BUT HE MAKING ME LAUGH BROKE THE WALL I HAD PUT UP BECAUSE I WAS SHY AND VERY UNCOMFORTABLE THE MORE WE LAUGHED TOGETHER THE MORE CLOSER I FELT TO HIM AND COMFORTABLE I WAS AROUND HIM EVENTUALLY WE STARTED DATING TOO THIS DAY WE ARE STILL TOGETHER AND WE HAVE A VERY STRONG RELATIONSHIP BECAUSE OF LAUGHTER IF IT WAS NOT FOR THE LAUGHTER PERSON AND I WOULD NOT BE AS CLOSE AS WE ARE NOW LAUGHTER IS THE SHORTEST DISTANCE BETWEEN TWO PEOPLE I BELIEVE THAT BECAUSE LAUGHTER GIVES YOU THAT FEELING OF SECURITY LIKE THE SENSE THAT IT IS OKAY TO BE YOUR SELF AROUND STRANGERS LAUGHING MAKES YOU FEEL WARM AND INVITED TO HAVE FUN MAKES YOU FEEL LIKE AT THIS MOMENT YOUR BONDING WITH THIS PERSON IT DOES NOT MAKE YOU FEEL UNCOMFORTABLE WHEN USING LAUGHTER FOR THE RIGHT REASON FOR EXAMPLE BREAKING THE ICE WITH SOMEONE OR JUST MEETING SOMEONE THAT CAN BRING THEM CLOSER BREAKING THE ICE WITH LAUGHTER MEETING SOMEONE FOR THE FIRST TIME CAN BE VERY UNCOMFORTABLE FOR SOME PEOPLE MAKING CONVERSATION AND LAUGHING COULD DO THAT TRICK TO MAKE THEM FEEL NOT SO SHY AND SET BACK TO TALKING WHEN I FIRST MEET PEOPLE I AM VERY SHY UNTIL SOMEONE MAKES ME LAUGH THEN I AM VERY COMFORTABLE SOMETIMES MAKING PEOPLE LAUGH WHEN THEY ARE SAD OR MAD COULD ALSO BRING YOU VERY CLOSE WITH SOMEONE BUT LAUGHTER COULD ALWAYS PUSH YOU AWAY FROM SOMEONE WHEN I WAS UPSET ABOUT ME AND MY SEX FIANCE BREAKING UP FOR THE FIRST TIME AFTER YEAR AND A HALF NO ONE FOR A DAY OR TWO COULD MAKE ME HAPPY MY BEST FRIEND PERSON BROUGHT ME OUT TO THE STATE FAIR BEING ON THE RIDES AND LAUGHING WITH HER BROUGHT HER AND I CLOSER ALSO I WAS NOT MAD ANYMORE SHE BROKE THAT ANGER AND HURT INSIDE OF ME JUST BY LAUGHING A HUGE ELEMENT OF CAPS IS LAUGHTER THERE IS NO DOUBT ABOUT THAT DEPENDING ON THE PERSONS PERSPECTIVE LAUGHING MONTH NOT BE A ELEMENT OF CAPS TO THEM BUT TO ME IT IS WITH OUT THE FEELING OF SECURITY WHEN LAUGHING WITH PERSON WE WOULDN't be as close as we are now with out laughter perSon and i wouldn't feel as warm and cOMFORTable aS we are together laughter is the shorteSt distance between two people someone once said caps wOuld be a whole lot different without this element of laughter,37
12715,mY friend ORGANIZATION received a random phone call in the tIME it Was his friends from high school there were three of them The weird thing about that is they have not talked much since high school surprised organization asked what was going on and how they were doing assuming they were in jail or something in that matter instead the friends replied and told him how they was doing and then told organization they wanted to go on a road trip organization thought to himself why the heck are you telling me about this and then said cool what do you need from me the friend replied saying he needed organization to plan the trip because they did not have computers and they couldn't read maps at the end of the phone call organization finally said he would help and plan the trip out then asked the friend were he would want to go for this trip the friend replied i don't know i wanna see a professional baseball game and were ever ORGANIZATION land is i would love to go there a week and a half went by later organization called his friends back to tell them the plans proudly he said after his hard work of planning for them its a ten day trip for you guys starting in location then driving down to location is organization and on the way down and back hit up watch a game from all five of the professional baseball teams down in location then go to six flags another amusement park like organization the friends replied what do you mean you guys you are coming with us organization was super surprised and told them you guys have not talked to me in about five years and then you randomly want to go on a road trip with me he said sounding kind of confused the friends replied well we need your car and we don't know how to drive and again we don't know how to read maps thinking hard about the situation organization finally caved in and told them yes but then gave conditions he split up tasks for his friends so he wouldn't be stuck with all of the work for example he gave one of the guys the task of finding hotels and places to stay another was finding gas stations and the other friend had to find all the restaurants they were going to eat at the trip had started and for organization the vacation was much needed and unexpectedly fun and relaxing at lest for now everything was going through and working according to plan they hit up and joyfully watched four of the five Baseball games and had a great time then ORGANIZATION land went above and beyond expectation and even six flags was exiting and brought ORGANIZATION and his friends back to feeling like they were in the good old high school days the only slight bit of worry for trouble was one of the friends became behInd on his task of finding hotels and places to stay for everyone the friend had the nights were they stayed at a relatives or friends lived mostly setup but for the hotels they were kind of last minuet last few days before heading back plans were still going accordingly they just had one more event the giants baseball game then stay with there old high school buddy who moved down to location making sure they would have a place to stay for sure ORGANIZATION asked the friend in charge of finding places to stay the friend replayed with a no i have not talked to him yet i will call him later this made organization a little uneasy so he told his friend no call him now the friend did there other friend picked up to bring bad news he was back in location organization thought to him self i knew this trip was to good to be true on the time of the baseball game things felt rushed organization and his friends had to leave really early because the traffic in location is so random and bad mean while ORGANIZATION for got to use the restroom and two hours into the Trip to the giants game things started to take a bad turn organization had to go bad but his friendS kept him going saying the traffic is good we need to keep going which organization listened and kept going then traffic came to a stand still organization was going to go in his pants so he pulled off and drove down the side of the high way surprised he did not get pulled over he miraculously ended up at giants stadium then he saw a portable potty he pulled over and raced to it it was locked organization looked around and saw another one he takes off as fast as he could for it and yes it was open finally organization thought to him self ecstatically he stepped inside but then looking at the uRINAL HE REALIZES HE did not get there fast enough and eMbarrassingLY HE WENT In his pants,30
12716,lAughter can change any situation It can be used to break the awkward silence after a bad joke is told to reminisce about a fond memory or to clear ones head and create the feeling of calmness in Date OPInion laughter is a form of communication I discovered this through the coarse of the dATE through many different situations Many of the experiences were with people who spoke different languages or young children who I was able to connect with through laughter onE of datE experiences with laughter has been with the many different exchange students that dATE family has hosted We have gotten exchange students from lOCATION locaTION AND locatioN Most of them have rather good broken cAPS but there were some words that proved difficult to describe and translate datE favourite exchange students was pERSON a student from locaTION She lives in the northern part of the lOCATION in the locaTION COUntry in the locatioN country they speak cAPS and locATION ANd culture is slightly different form the rest of locatION WHAT maDe person so enjoyable was her cheerful personality her empathy and her ability to make anyone in the room genuinely burst in to fits of laughter I believe that this incredible ability of herbs was one of the reasons that the summers i spend with her are some of date happiest memories person could turn any activity into a lighthearted experience i would do tasks with her like washing the dishes a chore i did not usually enjoy and the entire time we would guffaw at the most outrageous things together we would laugh until tears were streaming from our eyes and we felt the need to go to the bathroom once person date best friend person and i spent an entire day laying in the grass at a park putting on ridiculous skits for each other and telling comical stories laughing until our bellies hurt between out bursts of laughter person would exclaim caps you have got to stop this or i will surely explode i have to use the restroom every ten minutes caps she would say this we would look at each other and be back to rolling on the ground laughing when i went to visit person in location we had many similar situations of outrageous uncontrollable laughter one day we went to the location parliament building with our families person her sister caps date sister person and i couldn't stop acting goofy and cracking up we touRed through the serious quiet BUILding unable to be silenT OR Stoic laughing at each other uncontrollably making funny faces and dancing around unable to contain our joy i don't know person caps well caps date friends back home but i think i will always feel a deeper connection to her then most people because with her i feel the free ability to laugh at every and anything i have heard many different facts about laughter if you laugh before an exam you wilL do better on it moments of laughter are more prominent in your memories and a person that laughs daily is more likely to feel less stressed and have a happier date but the reason that i love to laugh is that it makes me feel really fantastic,50
12717,Whats a caps caps laughter would me and person be best friends caps ever laughing that would be a negative i honestly think laughter is the biggest part of caps what kind of caps is two friends who never laugh if there are any people in the world that don't lauGH I beT THey don't have any friends wELL AT least true friends I Feel sorry for theSe people i can't even imaGine life caps laughter all of my friends and i laugh all the time especially with me and person when person and i are around each other caps is usually non stop laughter person and i laugh about almost everything we have so many inside jokes its not even funny well to me aND Her Caps is such as an upstairs caps caps or john john john john see there things people wouldn't think where fUNNY but whenever one of us blurts one of our stupid inside jokes out we start laughing until we ball our eyes out if i imagine me and person never laughing then that would be the worst caps i hate to even think about us never laughing caps sounds horrible if me and person never laughed then we most likely would not be friends i'm so glad i have so much laughter in my life i don't know what i would do caps caps,33
12718,ORGANIZATION you think of a relationship what do you think of Do you think laughter is a big element in a relationship lAughter meaning laughing sounds indicating merriment or derision Many people have been in a relationship before from excellent to bad they knew ORGANIZATION laughing with each other they enjoyed the enjoyment from one another fIrst of all ORGANIZATION a couple is laughing they enjoy being together therefore it makes them want to spend more time with one another lAughing by its self lets the couple have a better beyond with each other tHe couple would obtained a better connection to thUs they would be able to understand each other for example ORGANIZATION a couple is just out having a excellent time they would want to keep sharing the wonderful beyond with each other Another reason laughter is a element of a relationship it will end up letting the couple have a stronger relationship because thy would have a marvellous connection with each other therefore they would be able to understand each other Therefore things between them would succeed in a stronger and better relationship Next time you are in a relationship think about how laughter is a element and how enjoyment connection more time with each other and stronger relationship all some how benefits just from laughter So the next time you are laughing with your boyfriend or girlfriend think about what you guys are benefiting from just laughing with one another,34
12719,iT has been said that Laughter is the spark of the soul i Agree with this statement wholeheartedly lauGhter can do wonders for the soul it truly does ignite a spark And once that spark has been ignited watch out it will burn like a wild fire aS the fire burns it will go on a rampage throughout the the body First its that uncontrollably smile that brings an ache to your cheeks then the butterflies that marvellously flutters through your stomach next comes the tingling sensation deep within your toes and last but not least the tears of joy come streaming from your eyes hAd these feelings before thAt caps the rampage i'm talking about let the fire burn Laughter is an extraordinary thing it can turn an awkward or embarrassing situation into a much more relaxed one uNfortunately in my story about laughter i Was not the one laughing About three weeks ago while my sister was at gymnastics my mommy best friend caps and I went to visit my grandparents and to see how the work on our new barn was progressing After spending sometime at their house it was time to pick up my sister caPS My grandpa ever so kindly offered to go pick her up but then I mentioned that cAPS and i Could go do it As we were driving to town in my grandpas lOCATION everything seemed fine just another ordinary day After we had arrived at the gymnastics enter we headed inside and waited for peRSON To finish However as we were walking out my sister said she was hungry and asked me to stop at ORGANIZATION i Pulled up to the order board and ordered her food The lady then asked me to drive around to the first window to pay After doing as she asked I received my change put the truck in drive and began pulling forward when all of the sudden i Heard a loud crunch My heart dropped as I looked in my side mirror i had not pulled out far enough and had hit the side of the building Now before I go on I just want you to know that I have been driving since I was about seven and am usually a very good driver bUt hey that first crash happens to all of us right Well back to my story as I was driving back to my grandparents house it took everything I had not to cry After we arrived back at their house cAPS and i Ran into the house and got a cup of hot water soap toothbrushes and a caps oF CAps paD WE scrubbeD and scrubbed until all the red paint from the side of the the building was gone the dent diD not look so bad once the paint was gone and the truck was back to white I was absolutely terrified to tell my grandparents about the truck aFter waiting about an hour i finally got up the courage to tell them what had happened My grandpa put on his shoes and we went out to look at the damage aS i started crying because i felt so bad my grandpa just started laughing and reminding me that it was just a truck and it can be fixed The fact that he just laughed really made the situation a lot less stressful lAughter brings people together and creates bonds that will last a lifetime so no matter if you re laughing about something that makes you happy or a situation that maybe is not so good let the fire burn,45
